State,County,population,current_reported_cases,acute_beds,icu_beds,first_day_over_acute_capacity,first_day_over_icu_capacity,acute_bed_utilization_on_day_30,icu_bed_utilization_on_day_30
North Carolina,Davidson County,166614,2,42,16,57,59,0.0352268277837674,0.0305052484028868
Florida,Lake County,356495,14,770,158,66,59,0.015182219527849,0.0303310279455182
Texas,Hopkins County,36810,1,36,8,63,59,0.0195211637984737,0.0302306862088551
Arkansas,Union County,39126,2,40,16,57,59,0.0356240011909817,0.030059811921734
Texas,Brazos County,226758,12,286,52,63,59,0.0202884692083227,0.0298810152152469
North Carolina,Scotland County,34810,1,68,8,70,59,0.0103640765195162,0.0298520557165628
Arizona,Yavapai County,231993,3,209,39,67,59,0.0135522344360094,0.0297451935475655
North Carolina,Sampson County,63626,1,19,8,57,59,0.036964185248645,0.0296566370439758
Iowa,Linn County,225909,6,286,44,67,59,0.0140132579912163,0.0295473766591894
Louisiana,Rapides Parish,130562,10,446,75,66,59,0.0151213433983375,0.0294867148143554
California,El Dorado County,190678,3,118,28,63,59,0.0206374355413223,0.0294601761944696
Wisconsin,La Crosse County,118230,5,223,38,66,59,0.0148001423389469,0.0293953247130355
Indiana,Shelby County,44593,1,26,8,60,59,0.0278014071813661,0.0293204337736582
Pennsylvania,Beaver County,164742,3,152,30,65,59,0.015631102847738,0.0291755850467405
Texas,Williamson County,566719,19,371,108,59,59,0.0310895258811007,0.0290898108088861
Montana,Missoula County,118791,6,166,42,61,59,0.0237960249763898,0.0289612775883702
Pennsylvania,Lancaster County,543557,10,614,86,69,59,0.0112553595060673,0.0286970154634869
South Carolina,Richland County,414576,45,601,271,55,59,0.0450513025538147,0.0285920009411183
Arkansas,Independence County,37678,3,136,25,66,59,0.0152900218343473,0.028580563524871
Kansas,Franklin County,25631,1,27,8,60,60,0.0259806226338048,0.0282870485243335
Idaho,Kootenai County,161505,3,142,26,66,60,0.0153813597497501,0.0281496982311043
Mississippi,Union County,28606,1,117,8,76,60,0.00576262444225284,0.0279905945792244
Mississippi,Lafayette County,54793,8,111,48,56,60,0.0411864214190585,0.027931482787321
Virginia,Prince Edward County,22950,1,56,8,69,60,0.0112413468489465,0.0279298088872842
New Hampshire,Strafford County,130090,5,138,37,61,60,0.0242202186854742,0.0279057297924871
North Carolina,Lee County,61452,1,101,8,74,60,0.0067975169341452,0.0278827960916218
New Mexico,San Juan County,125043,3,118,22,65,60,0.0163579382898583,0.0278444374789729
Wyoming,Sweetwater County,43051,1,62,6,70,60,0.0100356669050366,0.027793692346747
Oregon,Clatsop County,39764,1,34,10,61,60,0.0236396489084995,0.0277419411890837
Tennessee,Washington County,128607,7,398,61,68,60,0.0126264364344854,0.0277310925955216
North Carolina,Wayne County,123248,2,186,16,73,60,0.00727047342832988,0.0275774793436837
Indiana,Vigo County,107386,3,141,24,67,60,0.0140147026179334,0.0275450569421613
Oregon,Josephine County,87393,1,97,12,71,60,0.00867089145704271,0.0274236531931797
Louisiana,Tangipahoa Parish,133777,4,216,28,68,60,0.011849565717273,0.027396345006466
Missouri,Greene County,291923,19,885,155,67,60,0.0140579521079689,0.0273769332196278
Louisiana,Lafayette Parish,242782,12,446,80,65,60,0.0169312804603568,0.0273745965701496
Alaska,Anchorage Municipality,291538,17,253,96,56,60,0.040012028634813,0.0273296891981961
Florida,Alachua County,269956,37,889,254,61,60,0.0248365735442303,0.0271632974176552
Indiana,Madison County,129641,3,174,27,68,60,0.0124118834943435,0.0271354672365549
Arkansas,Pulaski County,392680,64,1267,496,58,60,0.0337085208814678,0.0269687304467013
Ohio,Hamilton County,816684,38,1188,302,62,60,0.0211745201807005,0.0267374866487852
Oregon,Klamath County,67653,1,81,10,71,60,0.00934236971115699,0.0266205779454064
Ohio,Stark County,371574,13,548,128,64,60,0.0175884296211486,0.0265949349109544
New York,Warren County,64265,2,195,22,72,60,0.00836794138026576,0.0264577052432216
Missouri,Bates County,16320,1,39,10,64,60,0.0188752045237806,0.026344762228875
Virginia,Halifax County,34120,1,40,12,63,60,0.0204461568663982,0.0263444866483696
Missouri,Jackson County,700307,35,859,274,60,60,0.0267382155630237,0.0262913408471197
New Hampshire,Cheshire County,76493,1,39,10,63,60,0.0196532229298257,0.0261706279790409
Texas,Collin County,1005146,53,997,314,58,60,0.032232127395747,0.0261148835442972
Alabama,Calhoun County,114277,2,65,18,62,60,0.0219646310029018,0.0260442127065856
New York,Genesee County,57511,1,86,10,71,60,0.00873510863764328,0.0259802804888706
Indiana,Delaware County,114772,4,209,36,68,60,0.0126274317280813,0.0256980606101844
Kansas,Wyandotte County,165324,22,594,148,62,61,0.021981221324059,0.0254371740387251
Pennsylvania,Allegheny County,1218452,58,2799,595,66,61,0.0151957133612933,0.0252252656777724
New Mexico,Curry County,49437,1,50,7,69,61,0.0112584703623473,0.0251398906994269
Tennessee,Knox County,465289,15,842,127,68,61,0.0119305753513216,0.0250957671899767
Iowa,Polk County,487204,17,1005,123,70,61,0.0104562784605662,0.0249760021445746
Alabama,Tuscaloosa County,208911,10,337,72,64,61,0.0179198284925724,0.024945384359467
Missouri,Boone County,180005,20,532,134,62,61,0.0215727453085117,0.0249448213993874
Florida,Pasco County,539630,15,724,178,65,61,0.0162641023938291,0.0249324518489266
North Carolina,Stanly County,62075,1,70,10,69,61,0.0105174774607116,0.0248727825802617
Colorado,Adams County,511868,27,494,161,58,61,0.0313059090504635,0.0248351936280445
Georgia,Chatham County,289195,7,237,58,63,61,0.0192684980142787,0.0248218034557285
Georgia,Bibb County,153095,4,389,34,74,61,0.00670382674368058,0.0247690504699936
Pennsylvania,Armstrong County,65263,1,81,12,70,61,0.0100243510684089,0.0246400391040942
Iowa,Wapello County,35205,1,39,10,64,61,0.0181365197897303,0.0246310734276838
Georgia,Houston County,155469,5,195,36,65,61,0.0159497746501091,0.0246008830430069
Montana,Yellowstone County,160137,8,242,75,62,61,0.0227209935677943,0.0244423167195661
Michigan,Lapeer County,88028,1,97,10,72,61,0.00794363303576446,0.0242483032652277
Texas,Smith County,230221,14,700,129,67,61,0.0131969713041271,0.0242341484969051
South Carolina,Aiken County,169401,2,153,21,70,61,0.00973667409686583,0.0241458764666851
Pennsylvania,Franklin County,154835,3,207,33,69,61,0.0106767080453268,0.0241350036705121
Utah,Utah County,622213,14,157,64,57,61,0.0378794863506709,0.0238780525775699
Minnesota,Olmsted County,156277,18,660,165,64,61,0.0179989680407523,0.0237674207537835
Arizona,Cochise County,126770,1,108,12,74,61,0.00698818323661781,0.0236951987444233
North Carolina,Catawba County,158652,4,264,40,69,61,0.0110055814826342,0.0236452211216653
Iowa,Story County,98105,2,120,14,71,61,0.00871586455717406,0.0235802025076772
Florida,Charlotte County,184998,3,521,64,75,61,0.0061016324549699,0.0235742213977057
West Virginia,Monongalia County,106420,16,329,116,59,61,0.0284686923941842,0.0234824476049715
New Mexico,Lea County,69611,1,80,7,74,62,0.00699477511535099,0.0231218021105735
North Carolina,Pasquotank County,39639,1,88,10,72,62,0.00792398985326129,0.0226944851122022
California,Butte County,231256,4,290,43,71,62,0.00950168529839669,0.0225572335387454
Nevada,Carson City,55414,2,144,24,69,62,0.0105877178768869,0.0222650017305882
Michigan,Saginaw County,190800,8,436,93,67,62,0.0133968441533627,0.0221735464963786
Louisiana,Ouachita Parish,154475,7,339,64,67,62,0.0132226097482477,0.0220702823437049
Idaho,Canyon County,223499,5,166,41,64,62,0.018100994341687,0.0220599169060062
Alabama,Lauderdale County,92387,3,143,36,66,62,0.0155680349781487,0.0219807658348269
Pennsylvania,Columbia County,65456,1,30,12,61,62,0.0243812417968116,0.021852242554992
Missouri,Johnson County,53652,1,24,8,61,62,0.0238371197752343,0.0218081084459662
Florida,Duval County,950181,50,1743,442,64,62,0.0186284973073236,0.0217080962199728
Pennsylvania,Carbon County,64227,1,75,13,69,62,0.0107467344055216,0.0216762551920871
Iowa,Black Hawk County,132408,4,256,41,70,62,0.0101246908344082,0.0216043834367235
North Carolina,Moore County,98682,3,212,44,69,62,0.0111223920227779,0.0215834303190635
Texas,Tarrant County,2084931,71,2142,525,63,62,0.0195985625579411,0.0215488725586659
Texas,Bell County,355642,18,532,126,64,62,0.0183786899028014,0.0215266579084957
Florida,Polk County,708009,13,1079,159,71,62,0.00871833850935195,0.0215170800900216
Pennsylvania,Somerset County,73952,1,107,14,73,62,0.00757101793260286,0.0214796564209728
Ohio,Fairfield County,155782,2,170,20,72,62,0.00806601370671049,0.0214057580276627
California,Yuba County,78041,3,175,24,70,62,0.0101355081504507,0.021385784716449
Kentucky,Jefferson County,770517,31,1553,319,67,62,0.013632482637598,0.0213133681728863
Oregon,Multnomah County,811880,25,982,214,65,62,0.0165311713026937,0.0211204627019196
Wisconsin,Eau Claire County,104534,4,226,40,69,63,0.0113235514234253,0.0208752883307708
Michigan,Muskegon County,173588,3,229,33,71,63,0.00921638892877203,0.0207836135819828
North Carolina,New Hanover County,232274,4,292,45,70,63,0.00964045405023389,0.0205962218561891
Georgia,Colquitt County,45592,1,65,10,70,63,0.0099637596207871,0.0205649400862389
Maryland,Wicomico County,103195,4,218,42,68,63,0.0120179781855584,0.0203756427145377
Kentucky,Boone County,131533,2,51,18,61,63,0.02535597055068,0.0203715274573411
North Dakota,Ward County,67744,3,210,27,72,63,0.00818556230480185,0.0202768500572706
Ohio,Franklin County,1310300,75,2315,619,63,63,0.019363895238552,0.0202314663128274
Ohio,Knox County,61893,1,50,12,67,63,0.0141261727641585,0.0201282109809688
Missouri,Adair County,25339,1,30,10,63,63,0.0194638232726851,0.0200592197440554
Texas,Bexar County,1986049,69,2359,576,65,63,0.0170902810276171,0.0200525137519143
Missouri,Scott County,38458,1,53,12,67,63,0.0133119304994122,0.020006286823232
North Carolina,Orange County,146027,11,396,102,64,63,0.0176463000372647,0.0199848452783129
Texas,Johnson County,171361,3,167,29,69,63,0.011564466463551,0.0197955295789883
Maine,Penobscot County,151096,4,334,51,71,63,0.00895946560933285,0.0197329043844779
Michigan,Montcalm County,63968,1,64,12,69,63,0.0112644237889915,0.0196305359495137
Florida,Brevard County,596849,9,636,146,68,63,0.0117029599196925,0.0195389267176511
Florida,Bay County,185287,1,126,12,76,63,0.00564908661060902,0.0193537692815241
Kentucky,Hardin County,110356,2,103,20,68,63,0.0125543112542163,0.0191357957527305
Tennessee,Bradley County,106727,2,113,24,68,63,0.0123722430775423,0.0190643497251168
Maine,Androscoggin County,107679,3,88,38,61,64,0.0247439897383743,0.0190385538821431
Alabama,Montgomery County,225763,9,456,98,67,64,0.0128925120399518,0.0188344215575409
Florida,Orange County,1380645,50,1685,453,64,64,0.0180169171156019,0.0184841891150414
South Carolina,Oconee County,78374,2,65,32,61,64,0.0250427140550179,0.0183939720506129
Ohio,Gallia County,29979,1,100,14,73,64,0.00732223868955224,0.01815389410958
Ohio,Clermont County,205466,5,62,61,52,64,0.057217724246936,0.0180774768867116
Florida,Volusia County,547538,18,661,318,62,64,0.0224457909629892,0.0179781566025778
Indiana,Monroe County,146917,3,142,30,68,64,0.0121204900243432,0.0177972089072453
Georgia,Whitfield County,104062,2,145,22,71,64,0.00869739043444392,0.0175237810868263
Mississippi,Jones County,68461,1,129,13,77,64,0.00523584762494491,0.0174794621611274
Nebraska,Douglas County,566880,35,618,359,57,64,0.0345052817249658,0.0174257096169361
Michigan,Bay County,103923,2,207,32,73,65,0.00742556592450218,0.0170112909177533
North Carolina,Buncombe County,259103,5,541,77,74,65,0.0070005865477878,0.0169666937532801
Alabama,Mobile County,413757,6,248,77,65,65,0.016448682401299,0.0169081674772938
Virginia,Newport News City,178626,3,196,33,71,65,0.00929817797604776,0.0167204393680954
California,San Bernardino County,2171603,38,1738,369,68,65,0.0128092234722583,0.0166647871739036
Virginia,Suffolk City,91185,1,127,12,76,65,0.0052671402751603,0.0165929097080897
South Carolina,Greenwood County,70741,2,164,30,72,65,0.00858403848192863,0.016574666812662
Ohio,Madison County,44413,1,24,13,59,65,0.0292288319585414,0.016433266822916
Kentucky,McCracken County,65346,2,248,32,75,65,0.00597711187704615,0.0164232812944193
California,Shasta County,180040,3,289,50,72,65,0.00788063566232006,0.0162519839980507
Illinois,Kankakee County,110024,4,243,57,69,65,0.0112110501132506,0.0161610617623242
Texas,Maverick County,58485,1,56,10,70,65,0.00955404739524268,0.0161451424513773
West Virginia,Mercer County,59131,2,153,35,70,65,0.0100842841468952,0.0161141009124828
Illinois,Grundy County,50972,1,65,12,70,65,0.0100545745867884,0.0161096113201706
California,Kern County,896764,14,672,133,69,65,0.0115711358576604,0.0160970748295725
Oklahoma,Oklahoma County,792582,41,1326,482,63,65,0.0190676847796212,0.0159325400923239
Oregon,Lane County,379611,4,391,62,73,65,0.00739059787503464,0.0159282701510257
Arkansas,Washington County,236961,6,435,61,73,65,0.0077656048710125,0.0158471041240998
North Carolina,Cabarrus County,211342,8,265,92,63,65,0.0192031966964183,0.0158151278278428
Indiana,Elkhart County,205560,4,197,51,68,65,0.0127571998617281,0.0158132350118019
Michigan,Grand Traverse County,92573,3,320,50,73,65,0.00718642298679309,0.0157534413743306
Oklahoma,Grady County,55551,1,11,14,51,65,0.0631418115642165,0.0157221295387102
Missouri,Taney County,55852,1,46,18,65,66,0.0164508910159251,0.0153397606920852
Pennsylvania,Montour County,18240,3,225,58,70,66,0.0101858828701845,0.0152556446024758
Ohio,Montgomery County,532331,10,957,160,73,66,0.00733889523322062,0.0152317198523603
Colorado,Pueblo County,167529,3,281,49,73,66,0.00756472512931708,0.0150319126743622
South Dakota,Minnehaha County,192876,5,498,61,75,66,0.00616748010224181,0.0147666640251961
South Carolina,Pickens County,124937,1,86,15,73,66,0.00773683693120011,0.01472028867733
Illinois,Winnebago County,284081,5,530,81,74,66,0.006630361547018,0.0146310471643821
Illinois,Sangamon County,195348,5,509,84,74,66,0.0070663373035247,0.0142632225670726
Pennsylvania,Erie County,272061,4,381,69,73,67,0.00748650651200825,0.0141168192170009
Montana,Cascade County,81643,3,127,53,65,67,0.0165322284532471,0.0140751039044295
Virginia,Richmond City,228783,11,645,145,69,67,0.0106576029434384,0.0138497815266085
California,Fresno County,994400,18,859,221,68,67,0.0119671837842235,0.01383810864961
Maryland,Baltimore City,602495,41,1994,573,67,67,0.0132598385892811,0.0138032241788016
Oregon,Jackson County,219564,3,319,61,73,67,0.00723676474533479,0.0137835035000752
Louisiana,Calcasieu Parish,203112,5,308,74,70,67,0.010510707753451,0.0136278410230051
Minnesota,Stearns County,159256,5,152,77,63,67,0.020829782935774,0.0135675381503341
Texas,Hunt County,96493,1,80,16,72,67,0.00843029833571787,0.0134406205775706
Ohio,Sandusky County,58799,1,71,19,70,67,0.0104463564524093,0.0134099053254193
Georgia,Richmond County,201554,10,557,142,69,67,0.0113120382875476,0.0133773229202312
New Jersey,Salem County,62607,1,198,19,80,67,0.00373996538963757,0.0133605800056444
Wyoming,Campbell County,46140,1,16,11,57,67,0.0373887941870827,0.0131321376271672
Alabama,Houston County,104722,1,105,18,74,67,0.0067397780196393,0.0131308693092955
West Virginia,Berkeley County,117123,2,151,30,71,67,0.00899796066768792,0.0129725000097532
New York,Chemung County,84254,1,181,20,79,67,0.004072308556692,0.0129290322106014
Kentucky,Fayette County,323780,21,1097,303,68,68,0.0118009348683542,0.0126313782198848
Oklahoma,Pontotoc County,38247,1,116,18,76,68,0.00559107298734527,0.0124159356229965
Arkansas,Benton County,272608,2,177,30,74,68,0.00690683653984337,0.012224542080343
Arizona,Yuma County,212128,2,296,42,78,68,0.00435288916252099,0.0119712652210365
Idaho,Bannock County,87138,2,48,32,61,68,0.0254615566766091,0.0118022148734254
New Jersey,Cumberland County,150972,2,188,36,74,68,0.00703092616356823,0.0117018786372773
Ohio,Licking County,175769,2,126,38,69,68,0.0111322874984375,0.0116837179669197
Missouri,St. Louis City,302838,23,1020,377,66,68,0.0147002806476018,0.011671812929674
California,Napa County,139417,3,156,66,67,68,0.0141246682277231,0.0116400785006432
Illinois,Adams County,65691,1,176,25,79,69,0.00416771781950663,0.0111935370761449
Ohio,Lucas County,429899,11,790,222,71,69,0.00952212299518393,0.0109877534061041
Illinois,DeKalb County,104143,1,85,16,74,69,0.00684195648042869,0.0109521659748178
Texas,El Paso County,840758,14,894,222,71,69,0.00895669186802352,0.010865040294221
Tennessee,Anderson County,76482,1,171,25,78,69,0.00442387115426402,0.0107464097023477
North Carolina,Nash County,94016,1,181,23,79,69,0.00405331355136938,0.0105374138389925
Michigan,Kalamazoo County,264870,3,549,58,81,70,0.00342984442507129,0.0104241673853475
West Virginia,Wood County,84203,1,120,26,75,70,0.00639795127656934,0.0103746682450928
Texas,Parker County,138371,1,52,20,67,70,0.0132198186605691,0.0103685237172684
Pennsylvania,Clearfield County,79388,1,114,27,74,70,0.0068630653504211,0.0103128421567377
Rhode Island,Providence County,636084,4,576,84,78,70,0.00463744505665873,0.0102918670248442
Minnesota,Anoka County,353813,7,233,132,63,70,0.0202479753205489,0.010287038739393
Colorado,La Plata County,56310,1,48,22,66,70,0.0153359966514717,0.0101277935252231
Florida,Jackson County,48305,1,29,26,60,70,0.0256432267318668,0.0100473629150208
Wisconsin,Wood County,73055,1,188,28,79,70,0.0040949815845875,0.0100456170665518
Illinois,Jackson County,57419,1,116,21,76,70,0.00533646528968685,0.0100190967539832
Michigan,Emmet County,33308,2,84,58,63,70,0.0192757635926172,0.00997696667409058
Virginia,Hanover County,107239,1,195,24,80,70,0.0037898143899218,0.00997492455343093
Illinois,Rock Island County,143477,1,301,26,84,70,0.0024021678161677,0.00995368694619711
South Carolina,Spartanburg County,313888,4,503,87,76,70,0.00540712453082236,0.00985284486501972
Oregon,Douglas County,110283,1,93,34,71,70,0.0090099629838014,0.00964724461413822
Virginia,Norfolk City,244076,5,412,82,74,70,0.00680644428105165,0.00961445506882831
Oklahoma,Muskogee County,68362,1,105,24,74,71,0.00643880565940517,0.00938151497190456
Texas,Cameron County,423908,6,546,119,75,71,0.00628528554640339,0.00930864803375447
Iowa,Pottawattamie County,93533,2,120,51,68,71,0.0117369038651466,0.00927691830317853
Indiana,Dubois County,42565,1,51,26,67,71,0.0139766300986259,0.00927049741234974
Maryland,Washington County,150926,2,215,52,74,71,0.00659284344725278,0.00910232854361336
Indiana,Tippecanoe County,193048,3,221,53,73,71,0.0072654690601009,0.00905837697383461
Tennessee,Hamilton County,364286,8,736,209,73,71,0.00768459672792524,0.00904369219643012
Texas,Lubbock County,307412,11,617,210,70,71,0.0100612410319905,0.00903687463988303
Tennessee,Sullivan County,157668,2,305,64,77,71,0.00519006485145405,0.0090216963702306
Georgia,Muscogee County,194160,4,570,83,79,71,0.00429962827617478,0.00895493779336196
Kentucky,Kenton County,166051,8,168,176,58,71,0.0315311023138166,0.00894713800673951
Texas,Gregg County,247414,1,110,24,75,71,0.00581401295096373,0.00883452379665125
Virginia,Charlottesville City,48117,5,336,89,72,71,0.00851006893258492,0.00878767397796261
South Dakota,Pennington County,111729,1,217,27,81,71,0.0032859517300869,0.00875898332571389
Missouri,Camden County,45815,1,50,40,64,72,0.0183843942704216,0.00861829899045094
Indiana,Wayne County,65936,1,105,30,74,72,0.00694375881371222,0.0086158537488813
Utah,Washington County,171700,1,95,32,73,72,0.00733815147467104,0.00854100715198907
Virginia,Harrisonburg City,54033,1,168,16,83,72,0.00280824943436574,0.00840122782476896
Wisconsin,Brown County,263378,3,338,73,75,72,0.00588609136422078,0.00836228327362038
Nebraska,Buffalo County,49615,1,107,24,76,72,0.00567688009880913,0.00825037302550075
Indiana,Allen County,375351,7,663,169,74,72,0.00674343604501589,0.00823977597876057
Texas,Webb County,275910,4,288,66,74,72,0.00694928887327118,0.0081703265563363
North Carolina,Robeson County,131831,1,146,25,78,72,0.00450244315350793,0.00810375095567227
Texas,Harris County,4698619,79,6771,1473,74,72,0.00665477625547046,0.00794914128392184
Wisconsin,Outagamie County,187365,2,180,52,73,72,0.00747165377040668,0.00786622057230403
West Virginia,Kanawha County,180454,4,783,138,79,72,0.00393428011158847,0.00784709814188997
Wisconsin,Marathon County,135428,1,135,31,76,73,0.00533644622319819,0.0078043617565263
Pennsylvania,Cambria County,131730,1,350,40,85,73,0.00226985528878867,0.00754914764013087
Texas,Tom Green County,118189,1,195,29,81,73,0.00320892605042501,0.0072459279354925
North Carolina,Pitt County,179914,5,434,124,74,73,0.00688691018870835,0.00721753000764247
Illinois,Peoria County,180621,3,522,99,80,74,0.00390218847553381,0.0069894287932176
Ohio,Hancock County,75930,1,90,34,73,74,0.00776134224462839,0.00693260649074821
Idaho,Twin Falls County,86081,1,103,30,75,74,0.00607734365145733,0.00689403564725652
Texas,Lamar County,49728,1,76,37,71,74,0.00941873542484326,0.00684713466697631
Pennsylvania,Bradford County,60833,1,213,42,80,74,0.00365898813018618,0.00675210723440123
Oklahoma,Tulsa County,648360,12,1279,352,75,74,0.00594167354007877,0.00672474885009374
Illinois,Champaign County,209983,2,316,53,80,74,0.00358993363812166,0.00662547668605575
Iowa,Woodbury County,102539,1,187,31,81,74,0.00341373815918455,0.00659558565505455
Virginia,Chesapeake City,242634,1,242,28,83,74,0.00267354420608313,0.00659399207292437
California,Merced County,274765,1,164,24,81,74,0.00334099749390492,0.00656089108803196
South Carolina,Florence County,138159,5,575,171,75,74,0.00602687191434518,0.00649975497072638
Minnesota,St. Louis County,199754,2,468,80,82,74,0.00314954985269749,0.0064762761382786
Missouri,Clay County,246365,2,300,60,78,74,0.00432358905675387,0.00644869720045598
Texas,Midland County,172578,1,157,24,81,75,0.00345200309122695,0.00635274790752775
Arkansas,Sebastian County,127753,2,415,72,81,75,0.00324462434098808,0.00602253165061848
North Carolina,Gaston County,222846,3,208,113,70,76,0.0100088641280928,0.00575325169589692
Arkansas,Craighead County,108558,2,379,68,81,76,0.00320995411551509,0.00554762157684446
Pennsylvania,Dauphin County,277097,4,718,170,79,76,0.00391102370507849,0.00542138638495778
North Carolina,Lincoln County,83770,1,39,48,63,77,0.0193726822468871,0.00489010278026781
Iowa,Scott County,173283,1,295,46,85,77,0.002307140217695,0.00480849115461368
North Dakota,Cass County,181516,3,315,109,76,78,0.00540643243661769,0.0046538756929617
North Carolina,Cumberland County,332330,2,405,73,83,78,0.00281491406496286,0.00451581451985944
Missouri,Franklin County,103670,1,76,53,70,78,0.00954852672520517,0.00445333684920641
Illinois,Madison County,264461,2,326,113,78,79,0.00437041999941734,0.00419557859435177
Texas,Bowie County,94324,1,394,60,88,80,0.00171089614732817,0.00371125693908498
Nebraska,Lancaster County,317272,3,390,154,78,80,0.00465817135783946,0.00363442619100182
Texas,Grayson County,133991,1,322,72,85,81,0.00218772932778102,0.00327871376793014
Tennessee,Madison County,97605,1,191,77,80,82,0.00362504242842718,0.00294777019046963
Missouri,Jasper County,120636,1,376,84,88,84,0.00172139424771317,0.00252846886489317
Texas,Potter County,119648,2,446,158,83,85,0.00264210159413868,0.00222337506319234
Kansas,Sedgwick County,513607,2,645,199,86,86,0.00197056639130612,0.0020009232964795
Texas,Hidalgo County,865939,2,885,173,92,87,0.00116547897084263,0.00178062252962872
Texas,Nueces County,362265,1,696,118,94,88,0.000911403312064932,0.0016760745077195
Indiana,Vanderburgh County,180974,1,661,147,93,89,0.00104594953807591,0.00158355762710789
